"﻿""symbol-id""",category-id,grammar,rated,tags,symbol-en,category-en,category-vi,symbol-vi,is-representative
757,4,Noun,0,country,country_Sao_Tome_Principe,Country Maps,Bản đồ,quốc gia Sao Tome và Principe,0
758,4,Noun,0,country,country_Saudi_Arabia,Country Maps,Bản đồ,quốc gia Ả Rập Xê Út,0
759,4,Noun,0,country,country_Scotland,Country Maps,Bản đồ,nước Scotland,0
760,4,Noun,0,country,country_Senegal,Country Maps,Bản đồ,quốc gia Senegal,0
761,4,Noun,0,country,country_Seychelles,Country Maps,Bản đồ,quốc gia Seychelles,0
762,4,Noun,0,country,country_Sierra_Leone,Country Maps,Bản đồ,quốc gia Sierra Leone,0
763,4,Noun,0,country,country_Singapore,Country Maps,Bản đồ,nước Singapore,0
764,4,Noun,0,,country_Slovenia,Country Maps,Bản đồ,quốc gia Slovenia,0
765,4,Noun,0,country,country_Solomon_Islands,Country Maps,Bản đồ,quần đảo Solomon,0
766,4,Noun,0,country,country_Somalia,Country Maps,Bản đồ,quốc gia Somalia,0
767,4,Noun,0,,country_Somaliland,Country Maps,Bản đồ,vùng Somaliland,0
768,4,Noun,0,country,country_South_Africa,Country Maps,Bản đồ,nước Nam Phi,0
769,4,Noun,0,country,country_South_Korea,Country Maps,Bản đồ,nước Hàn Quốc,0
770,4,Noun,0,,country_Sri_Lanka,Country Maps,Bản đồ,quốc gia Sri Lanka,0
771,4,Noun,0,country,country_St._Kitts_and_Nevis,Country Maps,Bản đồ,quốc gia St. Kitts và Nevis,0
772,4,Noun,0,,country_St_Vincent_Grenadines,Country Maps,Bản đồ,quốc gia St. Vincent và Grenadines,0
773,4,Noun,0,country,country_Suriname,Country Maps,Bản đồ,quốc gia Suriname,0
774,4,Noun,0,country,country_Sweden,Country Maps,Bản đồ,nước Thụy Điển,0
775,4,Noun,0,country,country_Switzerland,Country Maps,Bản đồ,nước Thụy Sĩ,0
776,4,Noun,0,country,country_Syria,Country Maps,Bản đồ,quốc gia Syria,0
777,4,Noun,0,country,country_Taiwan,Country Maps,Bản đồ,Đài Loan,0
778,4,Noun,0,country,country_Tanzania,Country Maps,Bản đồ,quốc gia Tanzania,0
779,4,Noun,0,country,country_Thailand,Country Maps,Bản đồ,nước Thái Lan,0
780,4,Noun,0,,country_The_Azores,Country Maps,Bản đồ,quần đảo Azores,0
781,4,Noun,0,country,country_The_Bahamas,Country Maps,Bản đồ,quần đảo Bahamas,0
782,4,Noun,0,country,country_The_Czech_Republic,Country Maps,Bản đồ,nước Cộng hòa Séc,0
783,4,Noun,0,,country_The_Faroe_Islands,Country Maps,Bản đồ,quần đảo Faroe,0
784,4,Noun,0,country,country_The_Gambia,Country Maps,Bản đồ,quốc gia Gambia,0
785,4,Noun,0,country,country_The_Netherlands,Country Maps,Bản đồ,nước Hà Lan,0
786,4,Noun,0,country,country_The_Sudan,Country Maps,Bản đồ,quốc gia Sudan,0
787,4,Noun,0,country,country_Togo,Country Maps,Bản đồ,quốc gia Togo,0
788,4,Noun,0,country,country_Trinidad_and_Tobago,Country Maps,Bản đồ,quốc gia Trinidad và Tobago,0
789,4,Noun,0,country,country_Tunisia,Country Maps,Bản đồ,quốc gia Tunisia,0
790,4,Noun,0,country,country_Turkey,Country Maps,Bản đồ,nước Thổ Nhĩ Kỳ,0
791,4,Noun,0,country,country_Ukraine,Country Maps,Bản đồ,nước Ukraine,0
792,4,Noun,0,,country_United_Arab_Emirates,Country Maps,Bản đồ,Các Tiểu vương quốc Ả Rập Thống nhất,0
793,4,Noun,0,country,country_United_Kingdom,Country Maps,Bản đồ,Vương quốc Anh,0
794,4,Noun,0,country,country_United_States,Country Maps,Bản đồ,Hoa Kỳ,0
795,4,Noun,0,country,country_Uzbekistan,Country Maps,Bản đồ,quốc gia Uzbekistan,0
796,4,Noun,0,,country_Vanuatu,Country Maps,Bản đồ,quốc gia Vanuatu,0
797,4,Noun,0,country,country_Venezuela,Country Maps,Bản đồ,quốc gia Venezuela,0
798,4,Noun,0,country,country_Viet_Nam,Country Maps,Bản đồ,nước Việt Nam,0
799,4,Noun,0,,country_Wakes_Island,Country Maps,Bản đồ,đảo Wake,0
800,4,Noun,0,,country_Wales,Country Maps,Bản đồ,nước Wales,0
801,4,Noun,0,country,country_Western_Sahara,Country Maps,Bản đồ,vùng Tây Sahara,0
802,4,Noun,0,country,country_Yemen,Country Maps,Bản đồ,quốc gia Yemen,0
803,4,Noun,0,,country_Zambia,Country Maps,Bản đồ,quốc gia Zambia,0
804,71,Noun,0,food vegetable,courgette,Food Vegetables and salads,Rau củ,bí ngòi,0
805,60,VerbComplex,0,cooking,"cover_food_,_to",Food Kitchen actions,Nấu ăn,đậy thức ăn,0
806,39,Noun,0,animal farm mammal,cow,Animal Mammal,Động vật có vú,con bò,0
807,57,Noun,0,animal,cow_shed,Animal Habitat,Môi trường sống,chuồng bò,0
808,45,Noun,0,animal wild,crab,Animal Crustacean and Molluscs,Giáp xác và thân mềm,con cua,1
809,33,Noun,0,celebration Christian,cracker,Celebration Item,Đồ kỷ niệm,bánh quy mặn,0
810,59,Noun,0,,craft_table,Art Making,Mỹ thuật,bàn làm thủ công,0
811,91,Noun,0,,cranberries,Food Fruit,Trái cây,quả nam việt quất,0
812,34,Noun,0,,cranberry_juice,Drink Type,Đồ uống,nước nam việt quất,0
813,24,Noun,0,,crane,Tools Workshop,Dụng cụ xưởng,xe cần cẩu / con sếu,0
814,17,Noun,0,insect,crane_fly,Animal Spiders and Insects,Côn trùng,muỗi hành,0
815,97,Noun,0,class office school stationery,crayon,Work and School Stationery,Văn phòng phẩm,bút màu sáp,0
816,72,Noun,0,diary food,cream,Food Dairy,Sản phẩm sữa,kem,0
817,72,Noun,0,,cream_2,Food Dairy,Sản phẩm sữa,kem 2,0
818,35,Noun,0,clinic health hospital medical,cream_ointment,Healthcare Grooming items,Đồ vệ sinh cá nhân,kem bôi da / thuốc mỡ,0
819,72,Noun,0,,creme_fraiche,Food Dairy,Sản phẩm sữa,kem chua kiểu Pháp,0
820,78,Noun,0,games sport,cricket,Sport,Thể thao,môn dế mèn / bóng chày cricket,0
821,17,Noun,0,animal insect,cricket_2,Animal Spiders and Insects,Côn trùng,bóng chày cricket 2,0
822,68,Noun,0,,cricket_ball,Sport Accessories,Phụ kiện thể thao,bóng cricket,0
823,78,Noun,0,,cricket_bowler,Sport,Thể thao,cầu thủ ném bóng cricket,0
824,1,Noun,0,,crisp_bread,Food Meals and snacks,Ăn nhẹ,bánh mì giòn,0
825,1,Noun,0,food snack,crisps,Food Meals and snacks,Ăn nhẹ,khoai tây chiên lát mỏng,0
826,1,Noun,0,,crisps_cheese_puffs,Food Meals and snacks,Ăn nhẹ,bim bim phô mai,0
827,6,Noun,0,animal reptile wild zoo,crocodile,Animal Reptiles and Amphibians,Bò sát,con cá sấu,0
828,6,Noun,0,animal reptile wild zoo,crocodile_2,Animal Reptiles and Amphibians,Bò sát,con cá sấu 2,1
829,5,Noun,0,,croissant,Food Breads and baking,Bánh,bánh sừng bò,0
830,49,Noun,0,abstract adjective,crooked,Descriptive Shape,Hình dạng,bị cong / vẹo,0
831,89,Noun,0,celebration Christian Easter,cross,Religion General,Tôn giáo,chữ thập / tức giận,0
832,89,Noun,0,celebration Christian Easter,cross_palm,Religion General,Tôn giáo,lòng bàn tay đan chéo,0
833,69,Noun,0,clothes hat,crown,Clothes General,Quần áo,vương miện,0
834,89,Noun,0,celebration Christian Easter,crown_of_thorns,Religion General,Tôn giáo,vòng gai,0
835,53,Noun,0,celebration Christian Easter,Crucifixion,Religion Festival,Lễ hội,sự đóng đinh trên thập giá,0
836,43,Noun,0,holiday travel,cruiser,Transport Water,Đường thủy,tàu du lịch lớn,0
837,2,Noun,0,,crunchy,Food Feeding and eating,Ăn uống,giòn,0
838,60,Verb,0,,"crush_,_to",Food Kitchen actions,Nấu ăn,nghiền nát,0
839,60,VerbComplex,0,cooking,"crush_garlic_,_to",Food Kitchen actions,Nấu ăn,giã tỏi / ép tỏi,0
840,36,Noun,0,clinic health hospital medical,crutches,Healthcare Medical items,Đồ y tế,nạng,0
841,36,Noun,0,clinic health hospital medical,crutches_1,Healthcare Medical items,Đồ y tế,nạng 1,0
842,71,Noun,0,food vegetable,cucumber,Food Vegetables and salads,Rau củ,dưa chuột,0
843,2,Noun,0,feeding,cup_non_spill,Food Feeding and eating,Ăn uống,cốc tập uống không tràn,0
844,66,Noun,0,home house,cupboard,Building Furniture,Nội thất,tủ chén bát,0
845,49,Noun,0,abstract adjective,curly,Descriptive Shape,Hình dạng,xoăn,0
846,26,Noun,0,,curly_hair,People Descriptive,Đặc điểm người,tóc xoăn,0
847,91,Noun,0,,currants,Food Fruit,Trái cây,nho khô Hy Lạp,0
848,1,Noun,0,food meal,curry,Food Meals and snacks,Ăn nhẹ,cà ri,0
849,30,Noun,0,home house,curtains,Building Contents,Đồ đạc,rèm cửa,0
850,66,Noun,0,,cushion_2,Building Furniture,Nội thất,gối tựa lưng 2,0
851,87,Noun,0,clinic health hospital medical,cut,Healthcare Medical conditions,Tình trạng,vết cắt,0
852,59,Noun,0,,cut_and_paste,Art Making,Mỹ thuật,cắt và dán,0
853,78,Verb,0,sport,"cycle_,_to",Sport,Thể thao,đạp xe,0
854,70,Noun,0,sport,cycle_helmet,Clothes Sport,Quần áo thể thao,mũ bảo hiểm xe đạp,1
855,64,Noun,0,instrument music,cymbals_hand,Music Instrument,Nhạc cụ,não bạt cầm tay,0
856,15,Noun,0,alphabet letter,D,Alphabet,Chữ cái,D,0
857,15,Noun,0,alphabet letter,d_-_lower_case,Alphabet,Chữ cái,d - viết thường,0
858,44,Noun,0,family relationship relatives,dad_parent,People Relationship,Gia đình,bố / ba,0
859,10,Noun,0,gardening plant,daffodil,Plants and Trees,Cây cối,hoa thủy tiên vàng,0
860,72,Noun,0,,dairy_products,Food Dairy,Sản phẩm sữa,sản phẩm từ sữa,0
861,10,Noun,0,gardening plant,daisy,Plants and Trees,Cây cối,hoa cúc họa mi,0
862,5,Noun,0,,danish_pastry,Food Breads and baking,Bánh,bánh sừng bò kiểu Đan Mạch,0
863,94,Noun,0,games sport,darts,Leisure Games,Trò chơi giải trí,trò ném phi tiêu,0
864,82,Noun,0,calendar diary season time,date,Descriptive Time,Thời gian,ngày tháng,0
865,91,Noun,0,,dates,Food Fruit,Trái cây,quả chà là,0
866,44,Noun,0,family relationship relatives,daughter,People Relationship,Gia đình,con gái,0
867,82,Noun,0,calendar diary time,day,Descriptive Time,Thời gian,ban ngày,0
868,93,Noun,0,,dead,Descriptive State,Trạng thái,đã chết,0
869,10,Noun,0,,dead_plant,Plants and Trees,Cây cối,cây héo úa,0
870,60,VerbComplex,0,cooking,"decorate_cake_,_to",Food Kitchen actions,Nấu ăn,trang trí bánh,0
871,77,VerbComplex,0,celebration Christian,"decorate_tree_,_to",Celebration Event,Sự kiện kỷ niệm,trang trí cây,0
872,76,Noun,0,abstract adjective position,deep,Descriptive Quantity,Số lượng,sâu,0
873,63,Noun,0,,deep_fat_fryer,Food Kitchen items,Nhà bếp,nồi chiên ngập dầu,0
874,39,Noun,0,animal wild,deer,Animal Mammal,Động vật có vú,con nai,0
875,2,Noun,0,,delicious_drink,Food Feeding and eating,Ăn uống,thức uống ngon,0
876,2,Noun,0,,delicious_food,Food Feeding and eating,Ăn uống,thức ăn ngon,0
877,61,Noun,0,job people profession work,delivery_person_1a,People Profession,Nghề nghiệp,nhân viên giao hàng 1a,0
878,61,Noun,0,job people profession work,delivery_person_1b,People Profession,Nghề nghiệp,nhân viên giao hàng 1b,0
879,61,Noun,0,job people profession work,delivery_person_2a,People Profession,Nghề nghiệp,nhân viên giao hàng 2a,0
880,61,Noun,0,job people profession work,delivery_person_2b,People Profession,Nghề nghiệp,nhân viên giao hàng 2b,0
881,24,Noun,0,,delivery_trolley,Tools Workshop,Dụng cụ xưởng,xe đẩy hàng,0
882,35,Noun,0,grooming,dental_floss,Healthcare Grooming items,Đồ vệ sinh cá nhân,chỉ nha khoa,0
883,61,Noun,0,job people profession work,dentist_1a,People Profession,Nghề nghiệp,nha sĩ 1a,0
884,61,Noun,0,job people profession work,dentist_1b,People Profession,Nghề nghiệp,nha sĩ 1b,0
885,61,Noun,0,job people profession work,dentist_2a,People Profession,Nghề nghiệp,nha sĩ 2a,0
886,61,Noun,0,job people profession work,dentist_2b,People Profession,Nghề nghiệp,nha sĩ 2b,0
887,35,Noun,0,grooming,deodorant,Healthcare Grooming items,Đồ vệ sinh cá nhân,lăn khử mùi,0
888,35,Noun,0,grooming,deodorant_spray,Healthcare Grooming items,Đồ vệ sinh cá nhân,xịt khử mùi,0
889,7,Noun,0,emotion expression face feeling people woman,desiring_lady,People Feelings,Cảm xúc,người phụ nữ khát khao,0
890,7,Noun,0,emotion expression face feeling people,desiring_man,People Feelings,Cảm xúc,người đàn ông khát khao,0
891,66,Noun,0,home house,desk,Building Furniture,Nội thất,bàn làm việc,0
892,92,Noun,0,,dessert,Food Sweets and desserts,Tráng miệng,món tráng miệng,0
893,1,Noun,0,,dessert_menu,Food Meals and snacks,Ăn nhẹ,thực đơn tráng miệng,0
894,49,Noun,0,,diamond,Descriptive Shape,Hình dạng,hình thoi / kim cương,0
895,60,Verb,0,cooking,"dice_,_to",Food Kitchen actions,Nấu ăn,thái hạt lựu,0
896,97,Noun,0,class office school stationery,dictionary,Work and School Stationery,Văn phòng phẩm,từ điển,0
897,66,Noun,0,,dining_table,Building Furniture,Nội thất,bàn ăn,0
898,2,Noun,0,,dinner,Food Feeding and eating,Ăn uống,bữa tối,0
899,2,Noun,0,celebration,dinner_2_people,Food Feeding and eating,Ăn uống,bữa tối 2 người,0
900,2,Noun,0,celebration,dinner_3_people,Food Feeding and eating,Ăn uống,bữa tối 3 người,0
901,1,Noun,0,,dinner_cold,Food Meals and snacks,Ăn nhẹ,bữa tối đồ nguội,0
902,2,Noun,0,,dinner_hot,Food Feeding and eating,Ăn uống,bữa tối đồ nóng,0
903,61,Noun,0,job people profession work,dinner_lady_1a,People Profession,Nghề nghiệp,nhân viên bếp ăn trường học 1a,0
904,61,Noun,0,job people profession work,dinner_lady_1b,People Profession,Nghề nghiệp,nhân viên bếp ăn trường học 1b,0
905,82,Noun,0,calendar diary time,dinner_time,Descriptive Time,Thời gian,giờ ăn tối,0
906,82,Noun,0,calendar diary time,dinner_time_1,Descriptive Time,Thời gian,giờ ăn tối 1,0
907,29,Noun,0,play toys,dinosaur,Leisure Toys,Đồ chơi giải trí,khủng long,0
908,60,VerbComplex,0,,"dip_food_,_to",Food Kitchen actions,Nấu ăn,chấm thức ăn,0
909,93,Noun,0,,dirty,Descriptive State,Trạng thái,bẩn,0
910,63,Noun,0,cooking,dirty_dishes,Food Kitchen items,Nhà bếp,bát đĩa bẩn,0
912,16,Noun,0,communication,disabled_toilet,Building Public,Công trình,nhà vệ sinh cho người khuyết tật,0
913,7,Noun,0,emotion expression face feeling people woman,disgusted_lady,People Feelings,Cảm xúc,người phụ nữ kinh tởm,0
914,7,Noun,0,emotion expression face feeling people,disgusted_man,People Feelings,Cảm xúc,người đàn ông kinh tởm,0
915,63,Noun,0,cooking kitchen,dish,Food Kitchen items,Nhà bếp,đĩa đựng thức ăn,0
916,63,Noun,0,cooking feeding kitchen,dish_cloth,Food Kitchen items,Nhà bếp,khăn lau bát đĩa,0
917,2,Noun,0,feeding,dish_partitioned,Food Feeding and eating,Ăn uống,khay ăn nhiều ngăn,0
918,63,Noun,0,cooking,dishes,Food Kitchen items,Nhà bếp,bát đĩa,0
919,22,Noun,0,home house,dishwasher,Building Equipment and devices,Dụng cụ,máy rửa bát,0
920,30,Noun,0,home house,dishwasher_powder,Building Contents,Đồ đạc,bột rửa bát,0
921,78,Verb,0,sport,"dive_2_,_to",Sport,Thể thao,lặn xuống 2,0
922,88,Noun,0,,divide,Number Activity,Toán học,phép chia / phân chia,0
923,61,Noun,0,job people profession work,doctor_1a,People Profession,Nghề nghiệp,bác sĩ 1a,1
924,61,Noun,0,job people profession work,doctor_1b,People Profession,Nghề nghiệp,bác sĩ 1b,0
925,61,Noun,0,job people profession work,doctor_2a,People Profession,Nghề nghiệp,bác sĩ 2a,0
926,61,Noun,0,job people profession work,doctor_2b,People Profession,Nghề nghiệp,bác sĩ 2b,0
927,39,Noun,0,animal pet,dog,Animal Mammal,Động vật có vú,con chó,0
928,57,Noun,0,animal,dog_basket,Animal Habitat,Môi trường sống,giỏ nằm của chó,0
929,57,Noun,0,animal,dog_bed,Animal Habitat,Môi trường sống,đệm ngủ của chó,0
930,14,Noun,0,animal,dog_biscuits,Animal Activity Feeding,Cho động vật ăn,bánh quy cho chó,0
931,14,Noun,0,animal,dog_chew,Animal Activity Feeding,Cho động vật ăn,đồ chơi nhai của chó,0
932,11,Noun,0,animal,dog_coat,Animal Activity Grooming,Chăm sóc động vật,áo cho chó,0
933,14,Noun,0,animal,dog_food,Animal Activity Feeding,Cho động vật ăn,thức ăn cho chó,0
934,57,Noun,0,animal pet,dog_kennel,Animal Habitat,Môi trường sống,nhà của chó,0
935,2,Noun,0,feeding,doidy_cup,Food Feeding and eating,Ăn uống,cốc nghiêng Doidy,0
936,29,Noun,0,play toys,doll,Leisure Toys,Đồ chơi giải trí,búp bê,0
937,38,Noun,0,animal mammal wild zoo,dolphin,Animal Fish and Marine mammals,Động vật biển,con cá heo,0
938,39,Noun,0,animal mammal,donkey,Animal Mammal,Động vật có vú,con lừa,0
939,16,Noun,0,home house,door,Building Structure,Công trình,cửa ra vào,0
940,16,Noun,0,,door_2,Building Structure,Công trình,cửa ra vào 2,0
941,66,Noun,0,,double_bed,Building Furniture,Nội thất,giường đôi,0
942,5,Noun,0,cake food,doughnut,Food Breads and baking,Bánh,bánh donut,0
943,13,Noun,0,bird celebration Christian Easter,dove,Animal Birds,Chim,chim bồ câu,1
944,50,Noun,0,direction position,down,Descriptive Direction,Hướng,phía dưới,0
945,51,Noun,0,,download,Computer Icon,Internet,tải xuống,0
946,17,Noun,0,insect,dragonfly,Animal Spiders and Insects,Côn trùng,con chuồn chuồn,0
947,66,Noun,0,home house,draining_board,Building Furniture,Nội thất,khay ráo nước,0
948,58,Noun,0,class school,drama,Work and School Subjects,Môn học,kịch nghệ,0
949,83,Noun,0,class school,drama_class,Work and School Timetable,Thời khóa biểu,lớp học kịch,0
950,66,Noun,0,home house,drawer,Building Furniture,Nội thất,ngăn kéo,0
951,97,Noun,0,class office school stationery,drawing_pin,Work and School Stationery,Văn phòng phẩm,đinh ghim giấy,0
952,69,Noun,0,clothes,dress,Clothes General,Quần áo,đầm / váy liền,0
953,66,Noun,0,home house,dresser,Building Furniture,Nội thất,tủ thấp có ngăn kéo,0
954,69,Noun,0,clothes sleepwear,dressing_gown,Clothes General,Quần áo,áo choàng tắm,0
955,66,Noun,0,home house,dressing_table,Building Furniture,Nội thất,bàn trang điểm,0
956,78,Verb,0,,"dribble_football_,_to",Sport,Thể thao,rê bóng,0
957,24,Noun,0,DIY tools workshop,drill_bit,Tools Workshop,Dụng cụ xưởng,mũi khoan,0
958,24,Noun,0,DIY tools workshop,drill_electric,Tools Workshop,Dụng cụ xưởng,máy khoan điện,0
959,34,Noun,0,,drink,Drink Type,Đồ uống,đồ uống,0
961,34,Noun,0,,drink_cold,Drink Description,Đồ uống,đồ uống lạnh,0
962,34,Noun,0,,drink_cold_2,Drink Description,Đồ uống,đồ uống lạnh 2,0
963,2,Noun,0,feeding,drink_consistency_firm_spoon,Food Feeding and eating,Ăn uống,độ sệt đồ uống: đặc dùng thìa,0
964,2,Noun,0,feeding,drink_consistency_honey_cup,Food Feeding and eating,Ăn uống,độ sệt đồ uống: sánh như mật ong,0
965,2,Noun,0,feeding,drink_consistency_juice_straw,Food Feeding and eating,Ăn uống,độ sệt đồ uống: loãng dùng ống hút,0
966,34,Noun,0,,drink_hot,Drink Description,Đồ uống,đồ uống nóng,1
967,34,Noun,0,,drink_hot_2,Drink Description,Đồ uống,đồ uống nóng 2,0
968,32,Noun,0,drink,drink_large,Drink Containers and measures,Đồ đựng,đồ uống cỡ lớn,0
969,32,Noun,0,drink,drink_medium,Drink Containers and measures,Đồ đựng,đồ uống cỡ vừa,0
970,32,Noun,0,drink,drink_small,Drink Containers and measures,Đồ đựng,đồ uống cỡ nhỏ,0
971,34,Noun,0,,drinks,Drink Description,Đồ uống,các loại đồ uống,0
972,52,Noun,0,,dropper_pipette,Science,Khoa học,ống nhỏ giọt,0
973,64,Noun,0,instrument music,drum,Music Instrument,Nhạc cụ,cái trống,0
974,29,Noun,0,,drumsticks,Leisure Toys,Đồ chơi giải trí,dùi trống,0
975,93,Noun,0,,dry,Descriptive State,Trạng thái,khô ráo,0
976,98,VerbComplex,0,grooming,"dry_face_,_to",Healthcare Grooming activities,Vệ sinh cá nhân,lau khô mặt,0
977,98,VerbComplex,0,grooming,"dry_hair_,_to",Healthcare Grooming activities,Vệ sinh cá nhân,sấy tóc,0
978,98,VerbComplex,0,grooming,"dry_hair_2_,_to",Healthcare Grooming activities,Vệ sinh cá nhân,sấy tóc 2,0
979,98,VerbComplex,0,grooming,"dry_hands_,_to",Healthcare Grooming activities,Vệ sinh cá nhân,lau khô tay,0
980,98,VerbComplex,0,electric grooming,"dry_hands_2_,_to",Healthcare Grooming activities,Vệ sinh cá nhân,lau khô tay 2,0
981,13,Noun,0,animal bird pet wild,duck,Animal Birds,Chim,con vịt,0
982,41,Noun,0,transport travel vehicle,dumper_truck,Transport Road,Đường bộ,xe ben,0
983,99,Verb,0,action,"dust_,_to",Building Household tasks,Việc nhà,phủi bụi,0
984,31,Noun,0,electric,DVD_player,Electrical Media,Đồ điện tử,đầu đĩa DVD,0
985,31,Noun,0,electric,DVD_player_portable,Electrical Media,Đồ điện tử,đầu đĩa DVD cầm tay,0
986,2,Noun,0,feeding,dysphagia_cup,Food Feeding and eating,Ăn uống,cốc cho người khó nuốt,0
987,2,Noun,0,feeding,dysphagia_cup_2,Food Feeding and eating,Ăn uống,cốc cho người khó nuốt 2,0
988,2,Noun,0,feeding,dysphagia_cup_3,Food Feeding and eating,Ăn uống,cốc cho người khó nuốt 3,0
989,15,Noun,0,alphabet letter,E,Alphabet,Chữ cái,E,0
990,15,Noun,0,alphabet letter,e_-_lower_case,Alphabet,Chữ cái,e - viết thường,0
991,18,Noun,0,body,ear,Healthcare Body parts,Cơ thể,tai,0
992,69,Noun,0,clothes,ear_muffs,Clothes General,Quần áo,chụp tai giữ ấm,0
993,90,Noun,0,clothes jewellery,earrings,Clothes Jewellery,Trang sức,bông tai,0
994,79,Noun,0,astronomy planets,Earth,Science Astronomy,Thiên văn học,Trái Đất,0
995,52,Noun,0,,Earth_crust,Science,Khoa học,vỏ Trái Đất,0
996,52,Noun,0,,Earth_inner_core,Science,Khoa học,nhân trong Trái Đất,0
997,52,Noun,0,,Earth_mantle,Science,Khoa học,lớp manti Trái Đất,0
998,52,Noun,0,,Earth_outer_core,Science,Khoa học,nhân ngoài Trái Đất,0
999,79,Noun,0,astronomy planets,Earths_atmosphere,Science Astronomy,Thiên văn học,bầu khí quyển Trái Đất,0
1000,40,Noun,0,insect,earthworm,Animal Other Invertebrates,Động vật không xương sống,giun đất,0
1001,17,Noun,0,insect,earwig,Animal Spiders and Insects,Côn trùng,con sâu tai,0
1002,50,Noun,0,direction position,east,Descriptive Direction,Hướng,hướng đông,0
1003,33,Noun,0,celebration Christian Easter food,Easter_egg,Celebration Item,Đồ kỷ niệm,trứng Phục Sinh,0
1004,77,Noun,0,celebration Christian Easter,Easter_egg_hunt,Celebration Event,Sự kiện kỷ niệm,săn tìm trứng Phục Sinh,0
1005,96,Noun,0,diary food,egg,Food Eggs,Trứng,quả trứng,1
1006,96,Noun,0,diary food meal,egg_boiled,Food Eggs,Trứng,trứng luộc,0
1007,63,Noun,0,cooking feeding kitchen,egg_cup,Food Kitchen items,Nhà bếp,chén đựng trứng luộc,0
1008,96,Noun,0,diary food meal,egg_fried,Food Eggs,Trứng,trứng ốp la,0
1009,96,Noun,0,diary food meal,egg_on_toast,Food Eggs,Trứng,trứng trên bánh mì nướng,0
1010,96,Noun,0,,egg_white,Food Eggs,Trứng,lòng trắng trứng,0
1011,96,Noun,0,,egg_yolk,Food Eggs,Trứng,lòng đỏ trứng,0
1012,96,Noun,0,diary food,eggs,Food Eggs,Trứng,trứng,0
1013,96,Noun,0,diary food meal,eggs_scrambled,Food Eggs,Trứng,trứng khuấy,0
1014,75,Noun,0,,eight,Number,Số,số tám,0
1015,75,Noun,0,,eight_dots,Number,Số,tám chấm,0
1016,75,Noun,0,,eighteen,Number,Số,số mười tám,0
1017,76,Noun,0,amount fraction,eighth,Descriptive Quantity,Số lượng,vị trí thứ tám,0
1018,75,Noun,0,,eighty,Number,Số,số tám mươi,0
1019,76,Noun,0,abstract direction position,either,Descriptive Quantity,Số lượng,một trong hai,0
1020,18,Noun,0,,elbow,Healthcare Body parts,Cơ thể,khuỷu tay,0
1021,55,Noun,0,,elearning,Electrical Computer,Máy tính,học trực tuyến,0
1022,39,Noun,0,animal mammal wild zoo,elephant,Animal Mammal,Động vật có vú,con voi,0
1023,75,Noun,0,,eleven,Number,Số,số mười một,0
1024,33,Noun,0,celebration,elf,Celebration Item,Đồ kỷ niệm,yêu tinh nhỏ,0
1025,55,Noun,0,,emagazine,Electrical Computer,Máy tính,tạp chí điện tử,0
1026,51,Noun,0,,email,Computer Icon,Internet,thư điện tử,0
1027,51,Noun,0,,email_attachment,Computer Icon,Internet,tệp đính kèm email,0
1028,51,VerbComplex,0,,"email_send_,_to",Computer Icon,Internet,gửi thư điện tử,0
1029,35,Noun,0,grooming,emery_board,Healthcare Grooming items,Đồ vệ sinh cá nhân,dũa móng tay giấy,0
1030,76,Noun,0,abstract adjective,empty,Descriptive Quantity,Số lượng,trống rỗng,0
1031,28,Noun,0,,energy_monitor,Electrical General,Điện tử chung,thiết bị theo dõi năng lượng,0
1032,41,Noun,0,transport travel vehicle,engine,Transport Road,Đường bộ,động cơ,0
1033,58,Noun,0,class school,english,Work and School Subjects,Môn học,tiếng Anh,0
1034,83,Noun,0,class school,english_class,Work and School Timetable,Thời khóa biểu,lớp học tiếng Anh,0
1035,76,Noun,0,abstract adjective,enough,Descriptive Quantity,Số lượng,đủ,0
1036,50,Verb,0,,"enter_,_to",Descriptive Direction,Hướng,đi vào,0
1037,48,VerbComplex,0,,"enter_door_,_to",People Actions,Hành động khác,vào cửa,1
1038,97,Noun,0,class office school stationery,envelope,Work and School Stationery,Văn phòng phẩm,phong bì,0
1039,16,Noun,0,home house,escalator,Building Structure,Công trình,thang cuốn,0
1040,49,Noun,0,abstract adjective,even,Descriptive Shape,Hình dạng,chẵn,0
1041,76,Noun,0,amount,every,Descriptive Quantity,Số lượng,mọi / mỗi,0
1042,7,Noun,0,emotion expression face feeling people woman,excited_lady,People Feelings,Cảm xúc,người phụ nữ hào hứng,0
1043,7,Noun,0,emotion expression face feeling people,excited_man,People Feelings,Cảm xúc,người đàn ông hào hứng,0
1044,78,Verb,0,class school,"exercise_,_to",Sport,Thể thao,tập thể dục,0
1045,50,Verb,0,,"exit_,_to",Descriptive Direction,Hướng,đi ra,0
1046,48,VerbComplex,0,,"exit_door_,_to",People Actions,Hành động khác,cửa thoát hiểm,0
1047,28,Noun,0,,extension_lead,Electrical General,Điện tử chung,ổ cắm kéo dài,0
1048,76,Noun,0,abstract adjective,extra,Descriptive Quantity,Số lượng,thêm / phụ,0
1049,76,Noun,0,abstract adjective,extra_2,Descriptive Quantity,Số lượng,thêm / phụ 2,0
1050,76,Noun,0,abstract adjective,extra_large,Descriptive Quantity,Số lượng,cỡ siêu lớn,0
1051,18,Noun,0,,eye,Healthcare Body parts,Cơ thể,mắt,0
